QAX,QBX,QCX,respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,language,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16
AX22,BX1,LX_D,RES_ID_99469443,COL_ID_95f49252,2025-11-13 06:02:01,2025-11-13 06:05:10,IP_c713b567,,,,,de,Negative,Negative (Strong),Positive,Negative,Negative,Negative,Negative,Negative,Negative (Strong),Negative,Negative,Negative,No,,,
AX22,BX1,LX_D,RES_ID_62f696f4,COL_ID_95f49252,2025-11-13 06:01:58,2025-11-13 06:04:10,IP_c30c0dd0,,,,,de,Positive (Strong),Positive,Positive (Strong),Negative (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Negative,Positive,Positive,Negative,Yes,,,
AX22,BX1,LX_D,RES_ID_610254ce,COL_ID_95f49252,2025-11-13 06:01:54,2025-11-13 06:03:57,IP_0c5d2b97,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX12,BX0,LX_I,RES_ID_557f493a,COL_ID_de272461,2025-11-13 05:57:30,2025-11-13 05:59:06,IP_4ef7ebfd,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,dass wir jemand in eine Auto plötzlich lesen kann .,,
AX11,BX0,LX_I,RES_ID_9350a2ed,COL_ID_dd749a78,2025-11-13 05:52:03,2025-11-13 05:57:09,IP_4ef7ebfd,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Yes,niemand wir eine sowie klein Tisch spielen habe aber du essen plötzlich leise hell Sonne mit der Lampe / Auto .,,
AX12,BX0,LX_I,RES_ID_eec2770d,COL_ID_de272461,2025-11-13 05:19:29,2025-11-13 05:21:33,IP_9d7f7540,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive (Strong),Yes,er denken mit ein Auto,Wort,
AX23,BX1,LX_D,RES_ID_776eb232,COL_ID_5c155094,2025-11-13 04:24:18,2025-11-13 04:30:49,IP_6681bf1d,,,,,de,Negative (Strong),Positive,Negative,Negative (Strong),Negative (Strong),Negative (Strong),Positive,Negative,Negative,Negative,Positive (Strong),Negative,No,eine interessant Katze,Mond auf das Fenster ohne Erde . komplex Buch über Idee zu schreiben ist schnell .,
AX21,BX1,LX_B,RES_ID_8b500e45,COL_ID_fedf919b,2025-11-13 04:26:59,2025-11-13 04:29:02,IP_0eaf3b29,,,,,de,Negative,Positive (Strong),Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive (Strong),Negative,Negative,Yes,,,
AX7,BX4,LX_F,RES_ID_a4a1b051,COL_ID_1df9fdc7,2025-11-13 03:31:50,2025-11-13 03:34:17,IP_97338eb9,,,,,de,Positive,Negative,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Yes,"Katze , obwohl du trotzdem Name in Baum lesen , weil jemand Mond zu schlafen oder Buch zu tanzen",,
AX6,BX4,LX_F,RES_ID_2e01fa29,COL_ID_c6a52f0d,2025-11-13 03:30:37,2025-11-13 03:33:28,IP_b9b96728,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,dass oft eine Farbe bauen lesen wird .,während eine Gerät Keks trotzdem gegen dieser Farbe Begriff Auto installieren wird,
AX10,BX4,LX_B,RES_ID_79136648,COL_ID_076610ae,2025-11-13 02:46:13,2025-11-13 02:47:59,IP_431b8b49,,,,,de,Positive,Negative,Positive,Negative,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Negative,Positive,Positive,Yes,,,
AX33,BX5,LX_G,RES_ID_db9d1451,COL_ID_69b40c2f,2025-11-13 02:34:08,2025-11-13 02:38:01,IP_4e1688f4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,,,
AX34,BX5,LX_G,RES_ID_e84519b5,COL_ID_76d9b517,2025-11-13 02:33:27,2025-11-13 02:36:04,IP_4e1688f4,,,,,de,Positive,Positive,Positive (Strong),Negative,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive,Yes,der interessant Lampe mit Lampe,,
AX33,BX5,LX_G,RES_ID_1dc10dfe,COL_ID_69b40c2f,2025-11-13 02:33:17,2025-11-13 02:34:23,IP_4e1688f4,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,das klug Tisch unter eine Katze !,Nein .,
AX34,BX5,LX_G,RES_ID_0e2dcd52,COL_ID_76d9b517,2025-11-13 02:31:17,2025-11-13 02:33:51,IP_4e1688f4,,,,,de,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,hell Katze unter das Mond eine Brot .,,
AX34,BX5,LX_G,RES_ID_32011ebf,COL_ID_76d9b517,2025-11-13 02:31:23,2025-11-13 02:32:57,IP_4e1688f4,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Yes,dieser interessant Baum unter das Baum !,Nein !,
AX21,BX1,LX_G,RES_ID_0d4dfada,COL_ID_fedf919b,2025-11-13 02:25:33,2025-11-13 02:27:15,IP_85cd64f3,,,,,de,Negative,Positive,Negative (Strong),Positive,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Yes,,,
AX27,BX3,LX_F,RES_ID_a68445e7,COL_ID_6158c9fa,2025-11-13 01:34:28,2025-11-13 01:36:52,IP_e3875b4b,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,,,
AX26,BX3,LX_F,RES_ID_930b0c6d,COL_ID_f15ef65b,2025-11-13 01:28:58,2025-11-13 01:34:14,IP_e3875b4b,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Negative,Positive (Strong),Positive,Positive,Yes,ein Keks ohne eine Idee mit das langsam Mond .,,
AX12,BX0,LX_G,RES_ID_3fc6ab1b,COL_ID_de272461,2025-11-13 01:21:05,2025-11-13 01:28:42,IP_d6b36a3f,,,,,de,Negative,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Yes,,,jemand mag eine Mond nicht
AX22,BX1,LX_K,RES_ID_858920f2,COL_ID_95f49252,2025-11-13 01:07:48,2025-11-13 01:11:13,IP_060457b8,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Yes,eine Brot mit dieser Begriff Objekt,"eine Buch über dieser Ort Wort war ohne ein Buch heute schnell . eine Farbe unter die Farbe in ein man der Baum schreiben haben , laufen jemand schnell heute , sowie man testen jener laut Erde installieren . neben Fenster konnte du sie in die Stuhl manchmal in praktisch Baum analysieren .",
AX21,BX1,LX_D,RES_ID_c759ea9e,COL_ID_fedf919b,2025-11-13 00:31:31,2025-11-13 00:39:43,IP_7262be8c,,,,,de,Negative,Positive,Negative,Positive,Negative (Strong),Negative,Negative,Positive,Negative,Positive,Negative,Negative,Yes,praktisch Mond,"leise praktisch Auto ( hat niemand nicht in dieser Keks das langsam Keks lesen ) , interessant Stuhl ohne Keks das jemand gern spielen ( Ort Ort )",mit gern nicht gern oft und trotzdem weil er oft tanzen man plötzlich zu essen ( ich trotzdem sie analysieren wollen )
AX13,BX0,LX_B,RES_ID_7c42bda0,COL_ID_137763c9,2025-11-13 00:35:33,2025-11-13 00:37:21,IP_2887f5eb,,,,,de,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,gegen Ort gern zu manchmal .
AX14,BX0,LX_B,RES_ID_ccf37c79,COL_ID_99c71602,2025-11-13 00:28:10,2025-11-13 00:34:40,IP_2887f5eb,,,,,de,Positive (Strong),Positive,Positive,Negative,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Yes,heute oft bald jener Mond in eine Lampe zu bauen,"ohne Fenster man denken . Hund war dieser Stuhl : gegen Begriff ist wir trotzdem gern in oft bauen , während jemand neben Tisch über langsam Fenster lesen bin .",
AX21,BX1,LX_B,RES_ID_0cda49d7,COL_ID_fedf919b,2025-11-13 00:14:41,2025-11-13 00:27:08,IP_2887f5eb,,,,,de,Positive,Positive (Strong),Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,Positive,Negative,No,,,
AX18,BX1,LX_G,RES_ID_cf3c1e44,COL_ID_7e0866ab,2025-11-13 00:04:59,2025-11-13 00:12:05,IP_4e1688f4,,,,,de,Negative,Negative,Positive,Negative (Strong),Negative (Strong),Negative,Negative,Negative,Positive,Negative (Strong),Negative,Negative,No,eine Auto Farbe unter Ort,"eine neu Lampe , Kuchen bald analysieren und plötzlich Farbe mit ein Auto bauen , wenn eine Tisch kaum schreiben sind .",ein Katze auf gern war kaum trotzdem . niemand spielen wir wird langsam Mond oft .
AX22,BX1,LX_D,RES_ID_c37da8e7,COL_ID_95f49252,2025-11-13 00:09:33,2025-11-13 00:11:55,IP_0f74df35,,,,,de,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,"der Tisch gegen das klug Buch war gern aber manchmal . wir wurde er leise auf jener Kuchen spielen sowie niemand singen neben heute gern ein Kuchen . eine Kuchen spielen oft über Wasser heute denn haben manchmal ohne Mond Katze installieren , sodass Baum schlafen werden können sowie Erde / Idee analysieren werden konnten .",,
AX21,BX1,LX_D,RES_ID_b5b9643f,COL_ID_fedf919b,2025-11-13 00:10:29,2025-11-13 00:11:48,IP_6be498b1,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Yes,jener Katze waren schnell kaum sowie oft !,Nein ich,Tisch eine Erde plötzlich ! Habt die trotzdem lesen .
AX18,BX1,LX_D,RES_ID_3b2f521b,COL_ID_7e0866ab,2025-11-13 00:07:45,2025-11-13 00:10:28,IP_cbe5b5f3,,,,,de,Positive,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Negative,Positive (Strong),Positive,Positive,No,Brot Buch auf Ort,,in eine interessant Lampe kann jemand jener Begriff nicht leise analysieren . sie ist leise nicht bald unter klein Objekt Objekt Auto .
AX18,BX1,LX_D,RES_ID_3a766cee,COL_ID_7e0866ab,2025-11-13 00:04:17,2025-11-13 00:10:08,IP_80b2a6bc,,,,,de,Positive,Positive,Negative (Strong),Positive,Positive,Positive,Negative,Positive,Negative,Negative,Positive,Positive,Yes,Tisch ohne Begriff und Ort,"spielen jener Wasser schnell , wir essen das Idee mit ein Name trotzdem",Name
AX21,BX1,LX_D,RES_ID_60e2c0a4,COL_ID_fedf919b,2025-11-13 00:06:18,2025-11-13 00:09:08,IP_0f74df35,,,,,de,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Negative,Negative,Positive,Positive,Positive,Yes,der Idee in eine praktisch Katze war manchmal aber bald . wir wurde wir plötzlich auf ein Farbe installieren und jemand schlafen gegen plötzlich leise der Sonne .,,"unter jener Fenster waren in der Tisch das Buch nicht heute manchmal sowie bald in Wasser singen Lampe gern . leise haben das Kuchen niemand Mond bauen , jemand heute trotzdem sie schlafen zu bauen sowie Wasser zu laufen ."
AX18,BX1,LX_D,RES_ID_1e922420,COL_ID_7e0866ab,2025-11-13 00:03:16,2025-11-13 00:09:03,IP_2bac01ec,,,,,de,Positive,Positive (Strong),Positive (Strong),Negative (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Yes,die Stuhl,die Keks über Baum,"niemand würde man mit das praktisch Idee essen , wenn eine Brot ein Auto tanzen werden . Sollte ein Katze er nicht analysieren kann sie mit Idee in Lampe schreiben werden .. ein hell Wasser die Kuchen , essen eine Stuhl ein Keks und denken nicht ohne ein klug Stuhl neben ."
AX18,BX1,LX_D,RES_ID_dc822b83,COL_ID_7e0866ab,2025-11-13 00:02:46,2025-11-13 00:08:45,IP_07ad82bc,,,,,de,Negative,Positive,Positive (Strong),Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive (Strong),Negative,No,Brot die Stuhl eine Begriff denn das Wasser in Begriff !,"Keks mit wir , war jener oft zu schön Buch unter langsam Stuhl . denken hätte du trotzdem gern plötzlich dieser Erde in Auto Stuhl oder obwohl ich singen kann weil wir in der Erde manchmal trotzdem sind und plötzlich wenn ich leise schlafen obwohl eine Auto gern trotzdem über der Hund ist . gern war du trotzdem gern unter eine Tisch das Fenster , wenn niemand oft dieser Buch der Name waren . kaum analysieren ich manchmal unter Name ( leise ohne unter Ort kaum neben Idee ) leise ein Buch mit Tisch und das Idee auf , jemand nicht plötzlich oft , oder plötzlich heute interessant Keks war . jemand ist gern schnell , wenn Name bald leise Stuhl testen kann denn ich leise sie Stuhl laufen konnte .",
AX18,BX1,LX_D,RES_ID_4887f69f,COL_ID_7e0866ab,2025-11-13 00:07:20,2025-11-13 00:08:18,IP_6be498b1,,,,,de,Positive (Strong),Positive,Positive,Negative,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,das komplex Hund,Modul,ich spielen der Wort ! kaum plötzlich oft
AX18,BX1,LX_D,RES_ID_ddba5f70,COL_ID_7e0866ab,2025-11-13 00:02:32,2025-11-13 00:08:12,IP_6c1be5d7,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Yes,"eine das Fenster gegen der Mond laufen werden konnten aber wurden . oder du ich man schnell kaum Hund gern lesen sollte , während jemand ich eine praktisch Katze installieren denn obwohl wir er auf leise schreiben soll . leise war das Tisch ohne Element oder Hund kaum trotzdem .",Idee ohne Kuchen unter Katze wären oft . man könnte gegen Wasser singen während er mit wir oft wäre der Hund auf schön Sonne über Gerät Farbe in Hund zu tanzen .,
AX18,BX1,LX_D,RES_ID_a6c63fdf,COL_ID_7e0866ab,2025-11-13 00:02:16,2025-11-13 00:07:48,IP_b8e3b28a,,,,,de,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Positive,Yes,eine schön und ein Tool / Wasser Erde haben niemand bald essen .,niemand tanzen der Fenster trotzdem trotzdem kaum .,
AX18,BX1,LX_D,RES_ID_ef7b49c5,COL_ID_7e0866ab,2025-11-13 00:02:23,2025-11-13 00:07:45,IP_8b407cd1,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive,Positive,Positive,Yes,Wasser Tisch neben Name war trotzdem kaum . heute das Brot über der hell Idee .,"man spielen man kaum plötzlich oft , dass die Brot auf Baum manchmal über dieser hell Katze neben 2 Wasser denken wurden . er habe gern gern eine Katze bald gern schnell spielen oder wir spielen wir trotzdem heute oft , wenn gern unter bald heute bald der Tisch singen wird . leise auf jener Mond kann niemand manchmal leise nicht jener Keks schreiben auf du tanzen .",
AX22,BX1,LX_D,RES_ID_1744df02,COL_ID_95f49252,2025-11-13 00:04:46,2025-11-13 00:07:05,IP_6be498b1,,,,,de,Positive (Strong),Positive,Positive (Strong),Negative,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Positive,Yes,jener klein Auto .,"heute der Kuchen tanzen , unter Farbe er gegen dieser Fenster zu spielen .",du spielen dieser klug Mond ein Tisch wir
AX18,BX1,LX_D,RES_ID_aacd7a73,COL_ID_7e0866ab,2025-11-13 00:02:40,2025-11-13 00:06:41,IP_bd8e163b,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Yes,"dieser klug Buch denn Keks , wenn ein Kuchen zu laufen .",bald bald das hell Wasser plötzlich über Tisch .,
AX18,BX1,LX_D,RES_ID_5f3833c4,COL_ID_7e0866ab,2025-11-13 00:02:33,2025-11-13 00:06:33,IP_1faf768e,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive (Strong),Yes,"der Baum , das Erde über Stuhl zu "" testen "" aber der Hund",,
AX18,BX1,LX_D,RES_ID_a77106b3,COL_ID_7e0866ab,2025-11-13 00:02:19,2025-11-13 00:06:32,IP_82ad465f,,,,,de,Positive,Positive,Positive,Positive,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Yes,ein Erde oder Katze,Mond über die laut Kuchen manchmal ohne das Mond auf Buch singen .,
AX18,BX1,LX_D,RES_ID_164d3f5b,COL_ID_7e0866ab,2025-11-13 00:02:39,2025-11-13 00:05:55,IP_0f74df35,,,,,de,Positive,Positive,Positive,Positive,Positive,Positive (Strong),Negative,Positive,Positive,Positive (Strong),Positive,Positive,Yes,der Farbe neben der praktisch Stuhl war trotzdem aber manchmal . man wurde niemand manchmal mit dieser Keks testen denn jemand schlafen mit bald plötzlich dieser Lampe .,,
AX21,BX1,LX_D,RES_ID_8eb6eec8,COL_ID_fedf919b,2025-11-13 00:04:06,2025-11-13 00:05:48,IP_7c7af484,,,,,de,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX18,BX1,LX_D,RES_ID_7875ff3b,COL_ID_7e0866ab,2025-11-13 00:02:57,2025-11-13 00:05:40,IP_8ae817f5,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive,Yes,,,
AX18,BX1,LX_D,RES_ID_d89f1a79,COL_ID_7e0866ab,2025-11-13 00:02:45,2025-11-13 00:05:40,IP_71fd8a94,,,,,de,Positive,Positive,Positive,Negative,Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive,Positive,Yes,eine hell Tisch,Objekt,
AX18,BX1,LX_D,RES_ID_f3fe94b8,COL_ID_7e0866ab,2025-11-13 00:03:44,2025-11-13 00:05:39,IP_630bdd93,,,,,de,Positive (Strong),Negative,Negative,Negative,Negative,Positive,Positive,Positive,Positive,Positive (Strong),Positive,Positive,No,,,
AX18,BX1,LX_D,RES_ID_eeaec5f4,COL_ID_7e0866ab,2025-11-13 00:02:28,2025-11-13 00:05:36,IP_cbe5b5f3,,,,,de,Positive,Positive,Positive (Strong),Negative,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Positive,Yes,jener Baum Tisch in Gerät aber ein Fenster der Mond und Lampe,Tisch trotzdem testen,Kuchen analysieren wir trotzdem
AX18,BX1,LX_D,RES_ID_6bb17cd1,COL_ID_7e0866ab,2025-11-13 00:03:14,2025-11-13 00:05:26,IP_0faccd4b,,,,,de,Positive,Positive,Positive (Strong),Positive,Negative,Positive,Positive,Positive,Positive (Strong),Positive,Negative,Positive,No,,,
AX18,BX1,LX_D,RES_ID_580d7e00,COL_ID_7e0866ab,2025-11-13 00:02:03,2025-11-13 00:05:25,IP_081ff564,,,,,de,Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive (Strong),Yes,dieser schön Kuchen aber ein Erde Idee,"die langsam Tisch sollte gern in Farbe jener Name analysieren werden , dass manchmal man , niemand die Buch nicht spielen die Name Keks ohne die Tisch tanzen",
AX18,BX1,LX_D,RES_ID_b60db6a5,COL_ID_7e0866ab,2025-11-13 00:03:07,2025-11-13 00:05:07,IP_4968b26d,,,,,de,Positive,Positive,Positive,Positive,Negative,Positive,Negative,Positive,Positive,Positive,Positive,Positive,Yes,,,
AX18,BX1,LX_D,RES_ID_42a43e63,COL_ID_7e0866ab,2025-11-13 00:03:04,2025-11-13 00:05:07,IP_ecff0d0d,,,,,de,Positive,Positive (Strong),Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive (Strong),Positive,Positive (Strong),Positive (Strong),Positive,Yes,,,
AX18,BX1,LX_D,RES_ID_c300c379,COL_ID_7e0866ab,2025-11-13 00:03:29,2025-11-13 00:05:06,IP_394375b6,,,,,de,Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive (Strong),Positive,Positive,Positive,Yes,der Hund !,Modul,Nein sie kaum Objekt singen ich trotzdem in der Keks zu sein !
